ITL_region_code,ITL_region_name,SIC07_code,SIC07_description,year,value
TLE11,"Kingston upon Hull, City of",P (85),Education,2020,395
TLE11,"Kingston upon Hull, City of",P (85),Education,2021,430
TLE11,"Kingston upon Hull, City of",86,Human health activities,1998,133
TLE11,"Kingston upon Hull, City of",86,Human health activities,1999,130
TLE11,"Kingston upon Hull, City of",86,Human health activities,2000,142
TLE11,"Kingston upon Hull, City of",86,Human health activities,2001,177
TLE11,"Kingston upon Hull, City of",86,Human health activities,2002,190
TLE11,"Kingston upon Hull, City of",86,Human health activities,2003,214
TLE11,"Kingston upon Hull, City of",86,Human health activities,2004,254
TLE11,"Kingston upon Hull, City of",86,Human health activities,2005,248
TLE11,"Kingston upon Hull, City of",86,Human health activities,2006,261
TLE11,"Kingston upon Hull, City of",86,Human health activities,2007,303
TLE11,"Kingston upon Hull, City of",86,Human health activities,2008,319
TLE11,"Kingston upon Hull, City of",86,Human health activities,2009,310
TLE11,"Kingston upon Hull, City of",86,Human health activities,2010,330
TLE11,"Kingston upon Hull, City of",86,Human health activities,2011,371
TLE11,"Kingston upon Hull, City of",86,Human health activities,2012,386
TLE11,"Kingston upon Hull, City of",86,Human health activities,2013,377
TLE11,"Kingston upon Hull, City of",86,Human health activities,2014,397
TLE11,"Kingston upon Hull, City of",86,Human health activities,2015,389
TLE11,"Kingston upon Hull, City of",86,Human health activities,2016,396
TLE11,"Kingston upon Hull, City of",86,Human health activities,2017,402
TLE11,"Kingston upon Hull, City of",86,Human health activities,2018,439
TLE11,"Kingston upon Hull, City of",86,Human health activities,2019,477
TLE11,"Kingston upon Hull, City of",86,Human health activities,2020,437
TLE11,"Kingston upon Hull, City of",86,Human health activities,2021,529
TLE11,"Kingston upon Hull, City of",87,Residential care activities,1998,32
TLE11,"Kingston upon Hull, City of",87,Residential care activities,1999,28
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2000,34
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2001,38
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2002,42
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2003,51
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2004,57
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2005,58
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2006,62
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2007,62
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2008,68
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2009,71
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2010,64
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2011,63
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2012,73
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2013,70
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2014,72
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2015,69
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2016,77
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2017,82
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2018,84
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2019,84
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2020,84
TLE11,"Kingston upon Hull, City of",87,Residential care activities,2021,79
TLE11,"Kingston upon Hull, City of",88,Social work activities,1998,56
TLE11,"Kingston upon Hull, City of",88,Social work activities,1999,60
TLE11,"Kingston upon Hull, City of",88,Social work activities,2000,64
TLE11,"Kingston upon Hull, City of",88,Social work activities,2001,77
TLE11,"Kingston upon Hull, City of",88,Social work activities,2002,82
TLE11,"Kingston upon Hull, City of",88,Social work activities,2003,96
TLE11,"Kingston upon Hull, City of",88,Social work activities,2004,105
TLE11,"Kingston upon Hull, City of",88,Social work activities,2005,109
TLE11,"Kingston upon Hull, City of",88,Social work activities,2006,98
TLE11,"Kingston upon Hull, City of",88,Social work activities,2007,101
TLE11,"Kingston upon Hull, City of",88,Social work activities,2008,79
TLE11,"Kingston upon Hull, City of",88,Social work activities,2009,95
TLE11,"Kingston upon Hull, City of",88,Social work activities,2010,107
TLE11,"Kingston upon Hull, City of",88,Social work activities,2011,110
TLE11,"Kingston upon Hull, City of",88,Social work activities,2012,136
TLE11,"Kingston upon Hull, City of",88,Social work activities,2013,131
TLE11,"Kingston upon Hull, City of",88,Social work activities,2014,131
TLE11,"Kingston upon Hull, City of",88,Social work activities,2015,145
TLE11,"Kingston upon Hull, City of",88,Social work activities,2016,148
TLE11,"Kingston upon Hull, City of",88,Social work activities,2017,137
TLE11,"Kingston upon Hull, City of",88,Social work activities,2018,138
TLE11,"Kingston upon Hull, City of",88,Social work activities,2019,143
TLE11,"Kingston upon Hull, City of",88,Social work activities,2020,224
TLE11,"Kingston upon Hull, City of",88,Social work activities,2021,179
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",1998,5
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",1999,5
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2000,6
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2001,5
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2002,4
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2003,6
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2004,8
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2005,8
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2006,9
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2007,9
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2008,9
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2009,14
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2010,13
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2011,10
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2012,10
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2013,8
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2014,10
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2015,9
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2016,10
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2017,9
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2018,10
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2019,13
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2020,10
TLE11,"Kingston upon Hull, City of",90-91,"Creative, arts, entertainment and cultural activities",2021,14
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,1998,27
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,1999,27
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2000,32
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2001,33
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2002,45
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2003,54
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2004,64
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2005,61
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2006,59
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2007,59
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2008,61
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2009,68
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2010,58
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2011,53
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2012,59
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2013,74
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2014,82
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2015,79
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2016,74
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2017,81
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2018,76
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2019,55
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2020,42
TLE11,"Kingston upon Hull, City of",92-93,Gambling and betting; sports and recreation activities,2021,50
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,1998,9
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,1999,8
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2000,10
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2001,9
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2002,12
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2003,12
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2004,13
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2005,13
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2006,14
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2007,12
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2008,7
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2009,7
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2010,9
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2011,10
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2012,7
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2013,12
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2014,13
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2015,12
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2016,16
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2017,15
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2018,18
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2019,12
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2020,12
TLE11,"Kingston upon Hull, City of",94,Activities of membership organisations,2021,11
